account_id,segment,score,outcome,arr,snapshot_date
ACC-0474,SMB,65,0,"$9,000",2025-09-30
ACC-0475,Enterprise,71,0,"$177,000",2025-09-30
ACC-0476,Mid-Market,71,0,"$57,000",2025-09-30
ACC-0477,Enterprise,57,0,"$191,000",2025-09-30
ACC-0478,Enterprise,39,0,"$371,000",2025-09-30
ACC-0479,SMB,68,0,"$17,000",2025-09-30
ACC-0480,SMB,78,0,"$18,000",2025-09-30
ACC-0481,Mid-Market,62,0,"$81,000",2025-09-30
ACC-0482,Enterprise,53,0,"$104,000",2025-09-30
ACC-0483,SMB,81,0,"$15,000",2025-09-30
ACC-0484,Enterprise,68,0,"$90,000",2025-09-30
ACC-0485,Mid-Market,52,0,"$56,000",2025-09-30
ACC-0486,SMB,41,0,"$10,000",2025-09-30
ACC-0487,SMB,65,0,"$11,000",2025-09-30
ACC-0488,Enterprise,68,0,"$129,000",2025-09-30
ACC-0489,Enterprise,30,0,"$307,000",2025-09-30
ACC-0490,Mid-Market,55,0,"$53,000",2025-09-30
ACC-0491,Mid-Market,10,0,"$56,000",2025-09-30
ACC-0492,Mid-Market,37,0,"$78,000",2025-09-30
ACC-0493,Mid-Market,38,0,"$67,000",2025-09-30
ACC-0494,Enterprise,96,0,"$196,000",2025-09-30
ACC-0495,Enterprise,50,0,"$364,000",2025-09-30
ACC-0496,SMB,62,0,"$6,000",2025-09-30
ACC-0497,Enterprise,76,0,"$136,000",2025-09-30
ACC-0498,SMB,80,0,"$4,000",2025-09-30
ACC-0499,SMB,75,0,"$17,000",2025-09-30
ACC-0500,SMB,83,0,"$3,000",2025-09-30
ACC-0501,Mid-Market,59,1,"$62,000",2025-09-30
ACC-0502,SMB,55,0,"$11,000",2025-09-30
ACC-0503,Enterprise,69,0,"$256,000",2025-09-30
ACC-0504,SMB,53,0,"$13,000",2025-09-30
ACC-0505,SMB,90,0,"$4,000",2025-09-30
ACC-0506,SMB,48,0,"$8,000",2025-09-30
ACC-0507,Mid-Market,63,0,"$45,000",2025-09-30
ACC-0508,Enterprise,62,0,"$201,000",2025-09-30
ACC-0509,SMB,61,0,"$18,000",2025-09-30
ACC-0510,Enterprise,58,0,"$381,000",2025-09-30
ACC-0511,Mid-Market,70,0,"$62,000",2025-09-30
ACC-0512,Enterprise,67,0,"$391,000",2025-09-30
ACC-0513,Mid-Market,35,0,"$77,000",2025-09-30
ACC-0514,Mid-Market,66,1,"$24,000",2025-09-30
ACC-0515,Enterprise,32,0,"$163,000",2025-09-30
ACC-0516,Mid-Market,72,0,"$40,000",2025-09-30
ACC-0517,SMB,67,0,"$13,000",2025-09-30
ACC-0518,SMB,91,0,"$10,000",2025-09-30
ACC-0519,Mid-Market,69,0,"$41,000",2025-09-30
ACC-0520,Enterprise,74,0,"$272,000",2025-09-30
ACC-0521,Mid-Market,65,1,"$25,000",2025-09-30
ACC-0522,Enterprise,57,0,"$84,000",2025-09-30
ACC-0523,Mid-Market,60,0,"$33,000",2025-09-30
ACC-0524,Mid-Market,91,0,"$32,000",2025-09-30
ACC-0525,SMB,76,0,"$16,000",2025-09-30
ACC-0526,SMB,53,0,"$10,000",2025-09-30
ACC-0527,SMB,40,1,"$5,000",2025-09-30
ACC-0528,Enterprise,28,0,"$111,000",2025-09-30
ACC-0529,Enterprise,83,0,"$95,000",2025-09-30
ACC-0530,Mid-Market,61,0,"$89,000",2025-09-30
ACC-0531,Enterprise,50,1,"$80,000",2025-09-30
ACC-0532,SMB,60,0,"$5,000",2025-09-30
ACC-0533,Mid-Market,94,0,"$80,000",2025-09-30
ACC-0534,Mid-Market,50,0,"$60,000",2025-09-30
ACC-0535,Mid-Market,36,0,"$36,000",2025-09-30
ACC-0536,SMB,38,0,"$9,000",2025-09-30
ACC-0537,SMB,44,1,"$7,000",2025-09-30
ACC-0538,Mid-Market,23,0,"$90,000",2025-09-30
ACC-0539,SMB,59,0,"$10,000",2025-09-30
ACC-0540,Enterprise,72,0,"$112,000",2025-09-30
ACC-0541,Mid-Market,89,0,"$67,000",2025-09-30
ACC-0542,SMB,81,0,"$4,000",2025-09-30
ACC-0543,SMB,80,0,"$9,000",2025-09-30
ACC-0544,Enterprise,63,0,"$214,000",2025-09-30
ACC-0545,Enterprise,63,0,"$267,000",2025-09-30
ACC-0546,Enterprise,88,0,"$295,000",2025-09-30
ACC-0547,SMB,49,0,"$6,000",2025-09-30
ACC-0548,Enterprise,27,0,"$120,000",2025-09-30
ACC-0549,Enterprise,44,0,"$307,000",2025-09-30
ACC-0550,Mid-Market,77,0,"$21,000",2025-09-30
ACC-0551,SMB,56,1,"$9,000",2025-09-30
ACC-0552,Mid-Market,67,0,"$56,000",2025-09-30
ACC-0553,Mid-Market,85,0,"$62,000",2025-09-30
ACC-0554,Mid-Market,90,0,"$25,000",2025-09-30
ACC-0555,Mid-Market,53,0,"$73,000",2025-09-30
ACC-0556,SMB,100,0,"$16,000",2025-09-30
ACC-0557,SMB,67,0,"$19,000",2025-09-30
ACC-0558,SMB,61,0,"$20,000",2025-09-30
ACC-0559,Mid-Market,83,0,"$63,000",2025-09-30
ACC-0560,SMB,48,0,"$5,000",2025-09-30
ACC-0561,Enterprise,75,0,"$334,000",2025-09-30
ACC-0562,Enterprise,72,0,"$195,000",2025-09-30
ACC-0563,Enterprise,44,0,"$391,000",2025-09-30
ACC-0564,Mid-Market,65,0,"$66,000",2025-09-30
ACC-0565,SMB,55,0,"$15,000",2025-09-30
ACC-0566,SMB,79,1,"$6,000",2025-09-30
ACC-0567,SMB,84,0,"$19,000",2025-09-30
ACC-0568,SMB,100,0,"$10,000",2025-09-30
ACC-0569,Enterprise,91,0,"$228,000",2025-09-30
ACC-0570,Mid-Market,77,0,"$61,000",2025-09-30
ACC-0571,Enterprise,71,0,"$388,000",2025-09-30
ACC-0572,Mid-Market,70,0,"$60,000",2025-09-30
ACC-0573,Enterprise,51,0,"$264,000",2025-09-30
ACC-0574,Mid-Market,74,0,"$32,000",2025-09-30
ACC-0575,Enterprise,57,0,"$375,000",2025-09-30
ACC-0576,SMB,71,0,"$7,000",2025-09-30
ACC-0577,SMB,60,0,"$17,000",2025-09-30
ACC-0578,Enterprise,56,0,"$104,000",2025-09-30
ACC-0579,Enterprise,72,0,"$392,000",2025-09-30
ACC-0580,SMB,74,0,"$20,000",2025-09-30
ACC-0581,Mid-Market,76,0,"$43,000",2025-09-30
ACC-0582,Mid-Market,59,0,"$79,000",2025-09-30
ACC-0583,Mid-Market,62,0,"$88,000",2025-09-30
ACC-0584,SMB,58,1,"$8,000",2025-09-30
ACC-0585,Mid-Market,55,0,"$46,000",2025-09-30
ACC-0586,Mid-Market,49,0,"$20,000",2025-09-30
ACC-0587,SMB,72,0,"$16,000",2025-09-30
ACC-0588,SMB,61,1,"$19,000",2025-09-30
ACC-0589,SMB,62,0,"$4,000",2025-09-30
ACC-0590,Mid-Market,50,0,"$90,000",2025-09-30
ACC-0591,SMB,59,0,"$10,000",2025-09-30
ACC-0592,Mid-Market,54,0,"$27,000",2025-09-30
ACC-0593,Mid-Market,72,0,"$43,000",2025-09-30
ACC-0594,Enterprise,81,0,"$320,000",2025-09-30
ACC-0595,Enterprise,58,0,"$214,000",2025-09-30
ACC-0596,SMB,66,0,"$13,000",2025-09-30
ACC-0597,Enterprise,69,0,"$306,000",2025-09-30
ACC-0598,Enterprise,57,0,"$341,000",2025-09-30
ACC-0599,Mid-Market,93,0,"$73,000",2025-09-30
ACC-0600,Mid-Market,48,0,"$63,000",2025-09-30
ACC-0601,Mid-Market,71,0,"$57,000",2025-09-30
ACC-0602,SMB,68,0,"$17,000",2025-09-30
ACC-0603,SMB,55,0,"$3,000",2025-09-30
ACC-0604,Mid-Market,83,0,"$50,000",2025-09-30
ACC-0605,SMB,41,1,"$20,000",2025-09-30
ACC-0606,Mid-Market,49,1,"$71,000",2025-09-30
ACC-0607,SMB,80,0,"$12,000",2025-09-30
ACC-0608,Mid-Market,76,0,"$87,000",2025-09-30
ACC-0609,SMB,69,0,"$20,000",2025-09-30
ACC-0610,SMB,61,1,"$15,000",2025-09-30
ACC-0611,Enterprise,32,0,"$330,000",2025-09-30
ACC-0612,SMB,47,0,"$15,000",2025-09-30
ACC-0613,SMB,68,1,"$19,000",2025-09-30
ACC-0614,Enterprise,51,0,"$207,000",2025-09-30
ACC-0615,Enterprise,97,0,"$308,000",2025-09-30
ACC-0616,SMB,38,0,"$15,000",2025-09-30
ACC-0617,Mid-Market,47,0,"$87,000",2025-09-30
ACC-0618,SMB,69,0,"$12,000",2025-09-30
ACC-0619,Mid-Market,73,0,"$50,000",2025-09-30
ACC-0620,Mid-Market,66,0,"$90,000",2025-09-30
ACC-0621,Mid-Market,59,0,"$64,000",2025-09-30
ACC-0622,SMB,100,0,"$7,000",2025-09-30
ACC-0623,Enterprise,78,0,"$139,000",2025-09-30
ACC-0624,SMB,63,0,"$4,000",2025-09-30
ACC-0625,Enterprise,93,0,"$379,000",2025-09-30
ACC-0626,SMB,76,0,"$5,000",2025-09-30
ACC-0627,SMB,45,0,"$17,000",2025-09-30
ACC-0628,Mid-Market,85,0,"$40,000",2025-09-30
ACC-0629,SMB,95,0,"$3,000",2025-09-30
ACC-0630,SMB,49,0,"$8,000",2025-09-30
ACC-0631,Mid-Market,62,0,"$90,000",2025-09-30
ACC-0632,SMB,71,0,"$17,000",2025-09-30
ACC-0633,SMB,46,1,"$14,000",2025-09-30
ACC-0634,Enterprise,51,0,"$245,000",2025-09-30
ACC-0635,SMB,84,0,"$3,000",2025-09-30
ACC-0636,SMB,41,0,"$13,000",2025-09-30
ACC-0637,Mid-Market,63,0,"$35,000",2025-09-30
ACC-0638,SMB,58,0,"$9,000",2025-09-30
ACC-0639,SMB,60,0,"$13,000",2025-09-30
ACC-0640,Mid-Market,81,0,"$88,000",2025-09-30
ACC-0641,Enterprise,57,0,"$384,000",2025-09-30
ACC-0642,SMB,77,1,"$6,000",2025-09-30
ACC-0643,SMB,97,0,"$17,000",2025-09-30
ACC-0644,SMB,63,0,"$11,000",2025-09-30
ACC-0645,Enterprise,34,0,"$91,000",2025-09-30
ACC-0646,Enterprise,78,0,"$390,000",2025-09-30
ACC-0647,SMB,88,0,"$5,000",2025-09-30
ACC-0648,SMB,62,0,"$19,000",2025-09-30
ACC-0649,SMB,85,0,"$4,000",2025-09-30
ACC-0650,SMB,86,0,"$18,000",2025-09-30
ACC-0651,Enterprise,64,0,"$319,000",2025-09-30
ACC-0652,SMB,61,0,"$16,000",2025-09-30
ACC-0653,Mid-Market,84,0,"$64,000",2025-09-30
ACC-0654,SMB,35,0,"$6,000",2025-09-30
ACC-0655,SMB,66,0,"$8,000",2025-09-30
ACC-0656,SMB,15,0,"$12,000",2025-09-30
ACC-0657,Mid-Market,68,0,"$83,000",2025-09-30
ACC-0658,Mid-Market,67,0,"$59,000",2025-09-30
ACC-0659,Mid-Market,69,0,"$26,000",2025-09-30
ACC-0660,SMB,68,0,"$12,000",2025-09-30
ACC-0661,Enterprise,100,0,"$357,000",2025-09-30
ACC-0662,SMB,57,0,"$8,000",2025-09-30
ACC-0663,Mid-Market,100,0,"$65,000",2025-09-30
ACC-0664,Enterprise,75,0,"$395,000",2025-09-30
ACC-0665,Mid-Market,63,0,"$76,000",2025-09-30
ACC-0666,Mid-Market,74,0,"$20,000",2025-09-30
ACC-0667,SMB,38,0,"$9,000",2025-09-30
ACC-0668,Enterprise,59,0,"$194,000",2025-09-30
ACC-0669,Mid-Market,46,0,"$79,000",2025-09-30
ACC-0670,SMB,95,0,"$20,000",2025-09-30
ACC-0671,Enterprise,75,0,"$390,000",2025-09-30
ACC-0672,Enterprise,66,0,"$150,000",2025-09-30
ACC-0673,Enterprise,64,0,"$385,000",2025-09-30
ACC-0674,Mid-Market,100,0,"$23,000",2025-09-30
ACC-0675,SMB,73,0,"$13,000",2025-09-30
ACC-0676,Mid-Market,46,1,"$80,000",2025-09-30
ACC-0677,SMB,61,0,"$11,000",2025-09-30
ACC-0678,Mid-Market,84,0,"$84,000",2025-09-30
ACC-0679,SMB,49,0,"$9,000",2025-09-30
ACC-0680,SMB,62,0,"$17,000",2025-09-30
ACC-0681,SMB,74,0,"$5,000",2025-09-30
ACC-0682,Enterprise,62,0,"$297,000",2025-09-30
ACC-0683,Enterprise,72,0,"$161,000",2025-09-30
ACC-0684,Enterprise,69,0,"$300,000",2025-09-30
ACC-0685,SMB,65,0,"$9,000",2025-09-30
ACC-0686,Mid-Market,71,0,"$23,000",2025-09-30
ACC-0687,SMB,73,1,"$10,000",2025-09-30
ACC-0688,Enterprise,58,0,"$350,000",2025-09-30
ACC-0689,Mid-Market,66,0,"$90,000",2025-09-30
ACC-0690,Enterprise,52,0,"$93,000",2025-09-30
ACC-0691,Mid-Market,69,0,"$28,000",2025-09-30
ACC-0692,Enterprise,69,0,"$319,000",2025-09-30
ACC-0693,Mid-Market,96,0,"$51,000",2025-09-30
ACC-0694,SMB,52,0,"$10,000",2025-09-30
ACC-0695,SMB,57,0,"$14,000",2025-09-30
ACC-0696,Enterprise,72,0,"$360,000",2025-09-30
ACC-0697,SMB,68,0,"$12,000",2025-09-30
ACC-0698,Enterprise,61,0,"$134,000",2025-09-30
ACC-0699,SMB,46,1,"$10,000",2025-09-30
ACC-0700,SMB,63,0,"$5,000",2025-09-30
ACC-0701,Enterprise,60,0,"$399,000",2025-09-30
ACC-0702,SMB,42,0,"$19,000",2025-09-30
ACC-0703,Enterprise,63,0,"$395,000",2025-09-30
ACC-0704,SMB,42,1,"$16,000",2025-09-30
ACC-0705,Mid-Market,83,0,"$84,000",2025-09-30
ACC-0706,Mid-Market,51,0,"$69,000",2025-09-30
ACC-0707,Enterprise,89,0,"$395,000",2025-09-30
ACC-0708,SMB,68,0,"$20,000",2025-09-30
ACC-0709,Mid-Market,80,0,"$81,000",2025-09-30
ACC-0710,Mid-Market,48,0,"$41,000",2025-09-30
ACC-0711,SMB,78,0,"$12,000",2025-09-30
ACC-0712,Enterprise,91,0,"$83,000",2025-09-30
ACC-0713,SMB,41,0,"$14,000",2025-09-30
ACC-0714,Mid-Market,74,0,"$89,000",2025-09-30
ACC-0715,SMB,89,0,"$13,000",2025-09-30
ACC-0716,Mid-Market,66,0,"$50,000",2025-09-30
ACC-0717,Mid-Market,46,0,"$74,000",2025-09-30
ACC-0718,SMB,66,0,"$8,000",2025-09-30
ACC-0719,Mid-Market,88,0,"$75,000",2025-09-30
ACC-0720,Mid-Market,62,0,"$53,000",2025-09-30
ACC-0721,SMB,49,0,"$16,000",2025-09-30
ACC-0722,SMB,72,0,"$14,000",2025-09-30
ACC-0723,SMB,71,0,"$8,000",2025-09-30
ACC-0724,SMB,66,0,"$8,000",2025-09-30
ACC-0725,Mid-Market,58,0,"$50,000",2025-09-30
ACC-0726,SMB,49,0,"$14,000",2025-09-30
ACC-0727,Mid-Market,62,0,"$45,000",2025-09-30
ACC-0728,Mid-Market,47,0,"$49,000",2025-09-30
ACC-0729,Enterprise,66,0,"$132,000",2025-09-30
ACC-0730,SMB,77,0,"$10,000",2025-09-30
ACC-0731,SMB,45,1,"$4,000",2025-09-30
ACC-0732,Enterprise,71,0,"$95,000",2025-09-30
ACC-0733,SMB,52,0,"$17,000",2025-09-30
ACC-0734,SMB,57,0,"$10,000",2025-09-30
ACC-0735,Enterprise,79,0,"$194,000",2025-09-30
ACC-0736,Mid-Market,33,1,"$75,000",2025-09-30
ACC-0737,Mid-Market,100,0,"$61,000",2025-09-30
ACC-0738,Mid-Market,69,0,"$70,000",2025-09-30
ACC-0739,SMB,86,0,"$11,000",2025-09-30
ACC-0740,SMB,66,1,"$16,000",2025-09-30
ACC-0741,SMB,44,0,"$18,000",2025-09-30
ACC-0742,SMB,60,0,"$5,000",2025-09-30
ACC-0743,SMB,80,0,"$3,000",2025-09-30
ACC-0744,Enterprise,87,0,"$234,000",2025-09-30
ACC-0745,SMB,54,0,"$17,000",2025-09-30
ACC-0746,Mid-Market,66,0,"$79,000",2025-09-30
ACC-0747,Enterprise,55,0,"$194,000",2025-09-30
ACC-0748,Mid-Market,61,0,"$78,000",2025-09-30
ACC-0749,SMB,42,0,"$9,000",2025-09-30
ACC-0750,SMB,55,0,"$10,000",2025-09-30
ACC-0751,SMB,79,0,"$16,000",2025-09-30
ACC-0752,SMB,72,0,"$12,000",2025-09-30
ACC-0753,SMB,75,0,"$5,000",2025-09-30
ACC-0754,Mid-Market,66,0,"$90,000",2025-09-30
ACC-0755,Mid-Market,41,0,"$73,000",2025-09-30
ACC-0756,SMB,74,0,"$3,000",2025-09-30
ACC-0757,SMB,53,0,"$11,000",2025-09-30
ACC-0758,SMB,47,0,"$12,000",2025-09-30
ACC-0759,Mid-Market,52,0,"$84,000",2025-09-30
ACC-0760,SMB,48,0,"$7,000",2025-09-30
ACC-0761,Mid-Market,71,0,"$73,000",2025-09-30
ACC-0762,SMB,14,0,"$19,000",2025-09-30
ACC-0763,Mid-Market,42,0,"$25,000",2025-09-30
ACC-0764,Mid-Market,58,0,"$37,000",2025-09-30
ACC-0765,Mid-Market,54,1,"$73,000",2025-09-30
ACC-0766,SMB,59,0,"$19,000",2025-09-30
ACC-0767,Mid-Market,56,0,"$61,000",2025-09-30
ACC-0768,SMB,34,0,"$16,000",2025-09-30
ACC-0769,SMB,78,0,"$15,000",2025-09-30
ACC-0770,Mid-Market,92,0,"$40,000",2025-09-30
ACC-0771,Mid-Market,92,0,"$74,000",2025-09-30
ACC-0772,SMB,83,0,"$17,000",2025-09-30
ACC-0773,Mid-Market,60,0,"$71,000",2025-09-30
ACC-0774,Enterprise,62,0,"$118,000",2025-09-30
ACC-0775,Mid-Market,79,0,"$50,000",2025-09-30
ACC-0776,Mid-Market,44,0,"$51,000",2025-09-30
ACC-0777,Mid-Market,75,0,"$88,000",2025-09-30
ACC-0778,SMB,53,0,"$4,000",2025-09-30
ACC-0779,SMB,56,0,"$3,000",2025-09-30
ACC-0780,SMB,75,0,"$18,000",2025-09-30
ACC-0781,Enterprise,79,0,"$343,000",2025-09-30
ACC-0782,Mid-Market,82,0,"$69,000",2025-09-30
ACC-0783,SMB,81,0,"$17,000",2025-09-30
ACC-0784,SMB,77,0,"$7,000",2025-09-30
ACC-0785,SMB,49,1,"$20,000",2025-09-30
ACC-0786,Enterprise,53,0,"$137,000",2025-09-30
ACC-0787,Mid-Market,66,0,"$70,000",2025-09-30
ACC-0788,Enterprise,81,0,"$98,000",2025-09-30
ACC-0789,Mid-Market,86,0,"$75,000",2025-09-30
ACC-0790,Enterprise,57,0,"$310,000",2025-09-30
ACC-0791,Mid-Market,69,0,"$41,000",2025-09-30
ACC-0792,SMB,100,0,"$19,000",2025-09-30
ACC-0793,SMB,52,0,"$8,000",2025-09-30
ACC-0794,Mid-Market,77,0,"$30,000",2025-09-30
ACC-0795,SMB,30,1,"$12,000",2025-09-30
ACC-0796,Mid-Market,76,0,"$60,000",2025-09-30
ACC-0797,SMB,20,0,"$18,000",2025-09-30
ACC-0798,SMB,66,0,"$17,000",2025-09-30
ACC-0799,Enterprise,45,0,"$242,000",2025-09-30
ACC-0800,SMB,71,0,"$7,000",2025-09-30
ACC-0801,SMB,54,0,"$12,000",2025-09-30
ACC-0802,SMB,49,0,"$6,000",2025-09-30
ACC-0803,Enterprise,64,0,"$172,000",2025-09-30
ACC-0804,SMB,70,0,"$16,000",2025-09-30
ACC-0805,Enterprise,55,0,"$277,000",2025-09-30
ACC-0806,SMB,40,1,"$4,000",2025-09-30
ACC-0807,SMB,56,0,"$17,000",2025-09-30
ACC-0808,SMB,75,0,"$17,000",2025-09-30
ACC-0809,Mid-Market,85,0,"$76,000",2025-09-30
ACC-0810,Mid-Market,63,0,"$23,000",2025-09-30
ACC-0811,SMB,32,0,"$8,000",2025-09-30
ACC-0812,SMB,34,0,"$14,000",2025-09-30
ACC-0813,SMB,64,0,"$11,000",2025-09-30
ACC-0814,SMB,73,1,"$3,000",2025-09-30
ACC-0815,Mid-Market,54,0,"$89,000",2025-09-30
ACC-0816,SMB,70,0,"$5,000",2025-09-30
ACC-0817,Mid-Market,67,0,"$81,000",2025-09-30
ACC-0818,Enterprise,76,0,"$271,000",2025-09-30
ACC-0819,SMB,72,0,"$14,000",2025-09-30
ACC-0820,Enterprise,44,0,"$150,000",2025-09-30
ACC-0821,SMB,45,0,"$18,000",2025-09-30
ACC-0822,Mid-Market,26,0,"$51,000",2025-09-30
ACC-0823,Mid-Market,55,0,"$68,000",2025-09-30
ACC-0824,SMB,87,0,"$18,000",2025-09-30
ACC-0825,Enterprise,56,0,"$128,000",2025-09-30
ACC-0826,SMB,100,0,"$14,000",2025-09-30
ACC-0827,Enterprise,69,0,"$324,000",2025-09-30
ACC-0828,SMB,44,0,"$4,000",2025-09-30
ACC-0829,Mid-Market,71,0,"$48,000",2025-09-30
ACC-0830,SMB,70,0,"$14,000",2025-09-30
ACC-0831,SMB,25,1,"$5,000",2025-09-30
ACC-0832,Mid-Market,50,0,"$76,000",2025-09-30
ACC-0833,Mid-Market,84,0,"$37,000",2025-09-30
ACC-0834,Mid-Market,89,0,"$83,000",2025-09-30
ACC-0835,Mid-Market,83,0,"$42,000",2025-09-30
ACC-0836,Mid-Market,54,0,"$75,000",2025-09-30
ACC-0837,SMB,90,0,"$18,000",2025-09-30
ACC-0838,Enterprise,58,0,"$153,000",2025-09-30
ACC-0839,SMB,66,0,"$12,000",2025-09-30
ACC-0840,SMB,70,0,"$20,000",2025-09-30
ACC-0841,SMB,49,0,"$5,000",2025-09-30
ACC-0842,SMB,78,0,"$17,000",2025-09-30
ACC-0843,SMB,64,0,"$12,000",2025-09-30
ACC-0844,SMB,64,0,"$3,000",2025-09-30
ACC-0845,Mid-Market,53,0,"$83,000",2025-09-30
ACC-0846,Mid-Market,67,0,"$65,000",2025-09-30
ACC-0847,SMB,59,0,"$3,000",2025-09-30
ACC-0848,Mid-Market,74,0,"$87,000",2025-09-30
ACC-0849,SMB,55,0,"$17,000",2025-09-30
ACC-0850,Mid-Market,38,0,"$50,000",2025-09-30
ACC-0851,Enterprise,54,0,"$333,000",2025-09-30
ACC-0852,Enterprise,60,0,"$282,000",2025-09-30
ACC-0853,Mid-Market,82,0,"$76,000",2025-09-30
ACC-0854,Mid-Market,58,0,"$53,000",2025-09-30
ACC-0855,SMB,72,0,"$10,000",2025-09-30
ACC-0856,SMB,65,0,"$5,000",2025-09-30
ACC-0857,Enterprise,74,1,"$329,000",2025-09-30
ACC-0858,Mid-Market,69,0,"$86,000",2025-09-30
ACC-0859,SMB,61,0,"$6,000",2025-09-30
ACC-0860,SMB,79,0,"$14,000",2025-09-30
ACC-0861,Enterprise,89,0,"$143,000",2025-09-30
ACC-0862,SMB,80,0,"$3,000",2025-09-30
ACC-0863,SMB,42,0,"$19,000",2025-09-30
ACC-0864,Enterprise,61,0,"$156,000",2025-09-30
ACC-0865,SMB,78,0,"$9,000",2025-09-30
ACC-0866,Enterprise,69,0,"$126,000",2025-09-30
ACC-0867,Mid-Market,52,0,"$21,000",2025-09-30
ACC-0868,SMB,74,0,"$14,000",2025-09-30
ACC-0869,Enterprise,66,0,"$159,000",2025-09-30
ACC-0870,Mid-Market,30,1,"$48,000",2025-09-30
ACC-0871,SMB,64,0,"$11,000",2025-09-30
ACC-0872,Mid-Market,67,0,"$35,000",2025-09-30
ACC-0873,Enterprise,58,0,"$310,000",2025-09-30
ACC-0874,Mid-Market,64,0,"$62,000",2025-09-30
ACC-0875,Mid-Market,68,1,"$44,000",2025-09-30
ACC-0876,Mid-Market,97,0,"$48,000",2025-09-30
ACC-0877,Enterprise,87,0,"$209,000",2025-09-30
ACC-0878,Enterprise,39,0,"$94,000",2025-09-30
ACC-0879,Enterprise,61,0,"$214,000",2025-09-30
ACC-0880,SMB,63,0,"$9,000",2025-09-30
ACC-0881,Enterprise,49,0,"$119,000",2025-09-30
ACC-0882,Enterprise,58,0,"$299,000",2025-09-30
ACC-0883,Mid-Market,63,0,"$60,000",2025-09-30
ACC-0884,Enterprise,64,0,"$137,000",2025-09-30
ACC-0885,Mid-Market,66,0,"$65,000",2025-09-30
ACC-0886,SMB,57,0,"$4,000",2025-09-30
ACC-0887,Mid-Market,77,0,"$50,000",2025-09-30
ACC-0888,SMB,75,0,"$12,000",2025-09-30
ACC-0889,SMB,100,0,"$18,000",2025-09-30
ACC-0890,Enterprise,72,0,"$81,000",2025-09-30
ACC-0891,Enterprise,56,1,"$285,000",2025-09-30
ACC-0892,SMB,78,0,"$12,000",2025-09-30
ACC-0893,SMB,27,0,"$20,000",2025-09-30
ACC-0894,Mid-Market,91,0,"$52,000",2025-09-30
ACC-0895,Enterprise,85,0,"$380,000",2025-09-30
ACC-0896,Mid-Market,54,0,"$83,000",2025-09-30
ACC-0897,SMB,49,0,"$5,000",2025-09-30
ACC-0898,SMB,58,0,"$7,000",2025-09-30
ACC-0899,Enterprise,90,0,"$250,000",2025-09-30
ACC-0900,Enterprise,46,0,"$274,000",2025-09-30
ACC-0901,SMB,74,0,"$9,000",2025-09-30
ACC-0902,SMB,58,0,"$16,000",2025-09-30
ACC-0903,Enterprise,66,0,"$128,000",2025-09-30
ACC-0904,Enterprise,26,0,"$262,000",2025-09-30
ACC-0905,Mid-Market,69,0,"$83,000",2025-09-30
ACC-0906,Mid-Market,70,0,"$27,000",2025-09-30
ACC-0907,Mid-Market,74,0,"$84,000",2025-09-30
ACC-0908,Mid-Market,34,1,"$51,000",2025-09-30
ACC-0909,SMB,53,0,"$4,000",2025-09-30
ACC-0910,Mid-Market,63,0,"$46,000",2025-09-30
ACC-0911,SMB,66,1,"$12,000",2025-09-30
ACC-0912,SMB,74,0,"$5,000",2025-09-30
ACC-0913,SMB,90,0,"$13,000",2025-09-30
ACC-0914,Enterprise,56,0,"$264,000",2025-09-30
ACC-0915,Enterprise,55,0,"$319,000",2025-09-30
ACC-0916,Enterprise,64,0,"$201,000",2025-09-30
ACC-0917,Enterprise,32,0,"$222,000",2025-09-30
ACC-0918,Mid-Market,100,0,"$55,000",2025-09-30
ACC-0919,SMB,75,0,"$9,000",2025-09-30
ACC-0920,SMB,53,0,"$3,000",2025-09-30
ACC-0921,SMB,77,0,"$18,000",2025-09-30
ACC-0922,Enterprise,34,0,"$95,000",2025-09-30
ACC-0923,SMB,100,0,"$10,000",2025-09-30
ACC-0924,Enterprise,62,0,"$281,000",2025-09-30
ACC-0925,Enterprise,50,1,"$385,000",2025-09-30
ACC-0926,SMB,60,0,"$3,000",2025-09-30
ACC-0927,Mid-Market,48,0,"$73,000",2025-09-30
ACC-0928,SMB,42,0,"$5,000",2025-09-30
ACC-0929,Mid-Market,67,0,"$46,000",2025-09-30
ACC-0930,SMB,63,0,"$12,000",2025-09-30
ACC-0931,SMB,37,0,"$19,000",2025-09-30
ACC-0932,Mid-Market,56,0,"$28,000",2025-09-30
ACC-0933,Enterprise,93,0,"$177,000",2025-09-30
ACC-0934,Enterprise,71,0,"$271,000",2025-09-30
ACC-0935,SMB,73,0,"$20,000",2025-09-30
ACC-0936,Mid-Market,99,0,"$72,000",2025-09-30
ACC-0937,SMB,85,0,"$12,000",2025-09-30
ACC-0938,SMB,81,0,"$16,000",2025-09-30
ACC-0939,SMB,46,0,"$17,000",2025-09-30
ACC-0940,Enterprise,58,0,"$162,000",2025-09-30
ACC-0941,Enterprise,53,0,"$193,000",2025-09-30
ACC-0942,Mid-Market,78,0,"$32,000",2025-09-30
ACC-0943,SMB,59,0,"$19,000",2025-09-30
ACC-0944,Mid-Market,53,1,"$44,000",2025-09-30
ACC-0945,Enterprise,60,0,"$324,000",2025-09-30
ACC-0946,Enterprise,100,0,"$368,000",2025-09-30
ACC-0947,SMB,71,0,"$3,000",2025-09-30
